x0000,y0000
3.1332533013,7.8785902553
3.137254902,10.4994155207
3.1412565026,14.9965764402
3.1452581032,7.4299132088
3.1492597039,8.144305338
3.1532613045,14.5268844794
3.1572629052,15.5893075219
3.1612645058,5.0644100223
3.1652661064,5.5245640558
3.1692677071,2.5597573249
3.1732693077,4.6586921789
3.1772709084,-5.7802265658
3.1812725090,-6.4769553218
3.1852741096,-1.0814695254
3.1892757103,-6.0574822553
3.1932773109,-7.3176968932
3.1972789116,-1.7978571163
3.2012805122,11.139118764
3.2052821128,13.4290675119
3.2092837135,8.1143620525
3.2132853141,12.4401051972
3.2172869148,8.7920882518
3.2212885154,12.2127252486
3.2252901160,10.2069020426
3.2292917167,8.2360817211
3.2332933173,8.1602672909
3.237294918,3.6261344924
3.2412965186,0.1502629088
3.2452981192,-7.2816458465
3.2492997199,-11.4909632670
3.2533013205,-4.5662537699
3.2573029212,-2.7223952130
3.2613045218,-8.5999175023
3.2653061224,-13.1939298105
3.2693077231,-5.0006528777
3.2733093237,-3.5423530771
3.2773109244,0.1407740785
3.2813125250,-6.5910524969
3.2853141257,-8.4874256412
3.2893157263,-8.4327767348
3.2933173269,-5.1987413927
3.2973189276,-2.9900280676
3.3013205282,-0.32333575
3.3053221289,-0.2708836959
3.3093237295,-2.9274084021
3.3133253301,-9.7135191142
3.3173269308,-12.7508966221
3.3213285314,-4.5614290781
3.3253301321,-4.8287998747
3.3293317327,-9.4283598037
3.3333333333,-6.7538367753
3.337334934,-13.9569494203
3.3413365346,-11.2891594448
3.3453381353,-2.556633626
3.3493397359,1.3537950864
3.3533413365,1.6927199007
3.3573429372,0.8217166893
3.3613445378,-0.4364891698
3.3653461385,-4.2233009804
3.3693477391,-2.2783577847
3.3733493397,11.6378975912
3.3773509404,12.5396475474
3.3813525410,4.9933945199
3.3853541417,0.0164465199
3.3893557423,7.1640960708
3.3933573429,7.6202673727
3.3973589436,-0.3245865274
3.4013605442,-8.7362101690
3.4053621449,-14.8156394240
3.4093637455,-11.7216343686
3.4133653461,-12.5761940392
3.4173669468,-10.2344141017
3.4213685474,-13.9820399693
3.4253701481,-15.1747660974
3.4293717487,-4.4378734814
3.4333733493,-5.6293922102
3.43737495,-11.5814297095
