EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
19489.600,21079.300,19540.385,21579.520,19614.509,22107.761,15491.907,-1605.228,-0.124,1.001,-0.089,-0.153,-6.927,-0.092,66.667,161.000,1.000
18426.006,20137.396,18859.297,20285.179,18358.323,20575.133,14808.144,-1116.757,-0.121,0.999,-0.088,-0.122,-6.927,-0.153,66.667,162.000,1.000
17371.506,19201.039,18175.123,19028.198,17095.978,19054.912,14142.695,-631.128,-0.123,1.001,-0.084,0.061,-7.111,-0.183,66.667,163.000,1.000
16320.723,18329.937,17422.735,17768.308,15850.272,17528.232,13436.885,-117.973,-0.121,1.002,-0.086,0.153,-7.172,-0.214,66.667,164.000,1.000
15268.567,17493.447,16626.958,16479.027,14630.950,16000.103,12688.651,403.133,-0.119,1.003,-0.086,0.122,-7.080,-0.244,66.667,165.000,1.000
14219.151,16615.659,15869.301,15185.144,13423.499,14493.222,11955.875,890.861,-0.117,1.002,-0.090,0.214,-7.141,-0.214,66.667,166.000,1.000
13181.715,15680.505,15177.881,13929.832,12210.813,13018.850,11277.928,1338.587,-0.116,1.004,-0.091,0.214,-7.111,-0.275,66.667,167.000,1.000
12159.154,14752.925,14491.382,12717.207,10997.824,11563.660,10623.436,1782.308,-0.115,1.006,-0.092,0.305,-7.172,-0.214,66.667,168.000,1.000
11145.293,13890.191,13745.135,11508.977,9805.922,10110.308,9934.997,2250.975,-0.114,1.006,-0.090,0.275,-7.050,-0.244,66.667,169.000,1.000
10134.650,13066.715,12959.899,10278.502,8645.448,8662.965,9208.218,2728.059,-0.113,1.005,-0.090,0.305,-6.989,-0.305,66.667,170.000,1.000
9130.973,12212.966,12212.552,9047.437,7503.720,7242.400,8497.208,3175.562,-0.114,1.005,-0.092,0.305,-6.958,-0.336,66.667,171.000,1.000
8142.693,11311.382,11531.385,7855.788,6363.800,5859.027,7840.891,3585.479,-0.112,1.005,-0.089,0.275,-6.714,-0.427,66.667,172.000,1.000
7171.827,10417.861,10859.817,6708.033,5227.516,4499.862,7211.656,3988.198,-0.109,1.004,-0.087,0.244,-6.622,-0.549,66.667,173.000,1.000
6211.778,9583.407,10135.390,5568.833,4111.821,3146.784,6554.578,4408.537,-0.108,1.005,-0.086,0.214,-6.500,-0.580,66.667,174.000,1.000
5257.008,8786.152,9373.718,4412.377,3025.049,1800.809,5861.389,4831.313,-0.108,1.005,-0.091,0.183,-6.287,-0.732,66.667,175.000,1.000
4311.095,7964.593,8644.417,3256.954,1956.269,479.490,5179.028,5222.657,-0.110,1.006,-0.090,0.092,-6.073,-0.824,66.667,176.000,1.000
3382.008,7102.180,7975.888,2138.895,891.343,-806.517,4544.483,5575.937,-0.112,1.004,-0.089,0.000,-6.012,-0.946,66.667,177.000,1.000
2471.376,6247.330,7319.921,1063.782,-167.150,-2066.305,3936.861,5919.657,-0.110,1.005,-0.086,0.031,-5.798,-1.038,66.667,178.000,1.000
1572.809,5446.059,6620.899,1.683,-1202.881,-3314.167,3310.008,6278.822,-0.111,1.003,-0.086,-0.031,-5.646,-1.129,66.667,179.000,1.000
681.651,4682.512,5891.845,-1069.297,-2206.357,-4548.510,2657.677,6643.664,-0.109,1.003,-0.087,-0.031,-5.402,-1.190,66.667,180.000,1.000
-197.497,3905.804,5194.895,-2132.313,-3185.126,-5753.472,2021.651,6986.188,-0.110,1.006,-0.087,-0.061,-5.219,-1.343,66.667,181.000,1.000
-1056.208,3100.965,4556.863,-3155.044,-4151.723,-6919.340,1434.235,7298.559,-0.109,1.006,-0.084,0.061,-5.035,-1.465,66.667,182.000,1.000
-1893.105,2306.325,3935.854,-4133.128,-5107.159,-8054.862,875.328,7600.722,-0.110,1.005,-0.086,-0.092,-4.761,-1.709,66.667,183.000,1.000
-2715.135,1558.377,3280.761,-5094.474,-6041.506,-9175.015,300.899,7910.005,-0.111,1.005,-0.083,-0.092,-4.517,-1.709,66.667,184.000,1.000
-3527.735,843.171,2599.244,-6060.709,-6948.646,-10281.276,-298.661,8216.634,-0.109,1.005,-0.086,-0.153,-4.364,-1.770,66.667,185.000,1.000
-4327.486,118.557,1943.638,-7019.356,-7834.261,-11361.200,-889.031,8497.619,-0.110,1.004,-0.087,-0.183,-4.120,-1.831,66.667,186.000,1.000
-5106.849,-627.446,1339.164,-7942.706,-8706.948,-12405.249,-1440.174,8747.935,-0.109,1.005,-0.088,-0.122,-3.906,-1.923,66.667,187.000,1.000
-5863.830,-1362.095,753.618,-8824.919,-9565.416,-13418.152,-1964.302,8986.691,-0.111,1.003,-0.086,-0.214,-3.754,-2.045,66.667,188.000,1.000
-6603.506,-2053.261,145.402,-9687.095,-10399.414,-14410.177,-2494.675,9231.704,-0.111,1.002,-0.087,-0.153,-3.510,-2.106,66.667,189.000,1.000
-7330.278,-2710.621,-480.012,-10546.503,-11202.909,-15381.984,-3038.620,9477.526,-0.112,1.003,-0.086,-0.183,-3.357,-2.136,66.667,190.000,1.000
-8041.963,-3369.102,-1080.733,-11393.668,-11981.523,-16324.534,-3569.306,9704.919,-0.115,1.002,-0.083,-0.061,-3.174,-2.167,66.667,191.000,1.000
-8733.211,-4041.085,-1636.477,-12206.754,-12744.610,-17231.691,-4063.905,9906.834,-0.115,0.999,-0.084,-0.061,-2.899,-2.197,66.667,192.000,1.000
-9402.669,-4702.352,-2173.251,-12980.916,-13493.008,-18108.262,-4533.594,10095.944,-0.117,0.999,-0.084,0.122,-2.716,-2.228,66.667,193.000,1.000
-10053.993,-5326.769,-2724.842,-13732.739,-14218.486,-18962.545,-5006.301,10285.993,-0.119,1.000,-0.086,0.092,-2.686,-2.228,66.667,194.000,1.000
-10689.735,-5919.511,-3287.067,-14476.032,-14914.216,-19794.102,-5488.562,10474.193,-0.123,1.001,-0.086,0.214,-2.533,-2.258,66.667,195.000,1.000
-11307.019,-6505.868,-3825.718,-15203.389,-15581.922,-20594.137,-5958.306,10647.395,-0.124,1.001,-0.087,0.275,-2.441,-2.228,66.667,196.000,1.000
-11901.277,-7095.551,-4323.537,-15897.638,-16227.703,-21356.655,-6395.641,10800.983,-0.126,1.003,-0.085,0.397,-2.411,-2.289,66.667,197.000,1.000
-12472.638,-7671.735,-4801.378,-16555.460,-16853.490,-22086.026,-6808.072,10944.426,-0.126,1.002,-0.086,0.397,-2.441,-2.228,66.667,198.000,1.000
-13025.891,-8216.023,-5287.887,-17190.749,-17455.455,-22790.797,-7217.748,11087.750,-0.129,1.001,-0.087,0.397,-2.350,-2.228,66.667,199.000,1.000
-13564.404,-8732.816,-5782.066,-17815.174,-18030.496,-23472.812,-7631.185,11228.407,-0.130,1.001,-0.086,0.519,-2.380,-2.075,66.667,200.000,1.000
-14086.643,-9241.776,-6258.295,-18423.748,-18581.445,-24126.954,-8032.900,11355.216,-0.131,1.000,-0.085,0.488,-2.350,-2.075,66.667,201.000,1.000
-14589.439,-9751.706,-6702.711,-19003.649,-19114.132,-24749.521,-8408.681,11462.422,-0.130,0.999,-0.085,0.641,-2.411,-2.136,66.667,202.000,1.000
-15072.634,-10251.252,-7130.063,-19551.960,-19630.460,-25343.797,-8764.579,11555.311,-0.131,1.000,-0.087,0.732,-2.472,-2.045,66.667,203.000,1.000
-15538.796,-10726.050,-7561.212,-20078.263,-20126.613,-25915.291,-9117.177,11641.729,-0.133,1.001,-0.089,0.732,-2.594,-1.984,66.667,204.000,1.000
-15988.929,-11176.881,-7994.804,-20590.460,-20598.104,-26463.866,-9470.836,11722.263,-0.135,1.003,-0.084,0.793,-2.655,-1.923,66.667,205.000,1.000
-16420.379,-11615.685,-8410.560,-21084.170,-21044.633,-26984.162,-9812.763,11791.595,-0.135,1.003,-0.088,0.854,-2.777,-1.923,66.667,206.000,1.000
-16829.861,-12047.963,-8796.537,-21549.178,-21469.056,-27472.200,-10130.400,11847.378,-0.135,1.001,-0.088,0.885,-2.838,-1.862,66.667,207.000,1.000
-17217.346,-12466.099,-9162.716,-21982.716,-21872.687,-27929.943,-10426.431,11894.016,-0.135,0.999,-0.089,0.916,-2.899,-1.709,66.667,208.000,1.000
-17585.852,-12860.693,-9525.454,-22392.021,-22253.668,-28361.799,-10713.089,11936.766,-0.134,0.995,-0.090,0.946,-3.021,-1.709,66.667,209.000,1.000
-17937.700,-13232.840,-9886.374,-22784.347,-22610.010,-28768.458,-10995.909,11974.882,-0.135,0.991,-0.087,0.977,-3.174,-1.556,66.667,210.000,1.000
-18272.139,-13591.451,-10232.904,-23158.510,-22942.501,-29147.156,-11268.569,12002.928,-0.134,0.991,-0.092,1.251,-3.204,-1.465,66.667,211.000,1.000
-18587.183,-13941.390,-10556.519,-23508.317,-23253.903,-29496.433,-11523.420,12017.625,-0.133,0.991,-0.093,1.495,-3.174,-1.404,66.667,212.000,1.000
-18882.775,-14278.630,-10863.038,-23831.653,-23545.943,-29819.087,-11761.790,12021.146,-0.130,0.995,-0.090,1.526,-3.143,-1.373,66.667,213.000,1.000
-19161.034,-14597.043,-11163.198,-24132.882,-23818.073,-30118.942,-11991.009,12017.632,-0.130,0.998,-0.092,1.648,-3.143,-1.251,66.667,214.000,1.000
-19423.751,-14896.356,-11458.558,-24416.690,-24069.171,-30396.180,-12214.139,12008.188,-0.130,0.997,-0.096,1.770,-3.143,-1.251,66.667,215.000,1.000
-19670.602,-15181.358,-11741.107,-24682.433,-24299.360,-30647.974,-12426.626,11990.443,-0.130,0.998,-0.097,1.831,-3.113,-1.190,66.667,216.000,1.000
-19900.011,-15455.024,-12004.550,-24925.845,-24509.686,-30871.976,-12622.976,11962.238,-0.129,0.999,-0.095,1.984,-3.082,-1.129,66.667,217.000,1.000
-20111.067,-15715.043,-12251.290,-25144.612,-24700.496,-31068.909,-12803.454,11924.407,-0.125,0.998,-0.098,1.984,-3.021,-1.129,66.667,218.000,1.000
-20304.079,-15957.148,-12487.452,-25340.494,-24870.859,-31241.122,-12972.683,11879.661,-0.125,0.996,-0.100,2.136,-2.930,-1.068,66.667,219.000,1.000
-20479.441,-16179.869,-12714.365,-25516.228,-25019.521,-31389.395,-13133.180,11829.808,-0.123,0.997,-0.098,2.106,-2.808,-0.977,66.667,220.000,1.000
-20636.686,-16385.177,-12927.588,-25671.990,-25145.997,-31512.778,-13282.257,11774.945,-0.124,0.999,-0.099,2.197,-2.625,-1.007,66.667,221.000,1.000
-20775.189,-16575.817,-13123.260,-25805.910,-25250.977,-31610.244,-13415.586,11714.545,-0.124,1.001,-0.101,2.228,-2.472,-1.038,66.667,222.000,1.000
-20895.393,-16753.028,-13302.883,-25917.299,-25336.049,-31682.700,-13532.513,11648.086,-0.123,1.004,-0.101,2.106,-2.319,-1.038,66.667,223.000,1.000
-20998.749,-16916.383,-13471.276,-26008.164,-25402.910,-31732.524,-13636.929,11574.760,-0.124,1.006,-0.101,2.075,-2.228,-1.099,66.667,224.000,1.000
-21086.368,-17064.763,-13631.203,-26081.323,-25452.239,-31761.264,-13733.216,11493.786,-0.123,1.007,-0.101,1.831,-2.136,-1.099,66.667,225.000,1.000
-21158.066,-17197.356,-13781.039,-26137.682,-25483.239,-31768.914,-13822.222,11405.292,-0.122,1.007,-0.100,1.617,-2.075,-1.282,66.667,226.000,1.000
-21212.994,-17314.423,-13917.249,-26175.876,-25494.734,-31754.326,-13901.484,11310.170,-0.123,1.005,-0.104,1.465,-1.923,-1.404,66.667,227.000,1.000
-21250.935,-17417.130,-14038.225,-26194.128,-25486.717,-31716.992,-13968.502,11209.212,-0.121,1.006,-0.102,1.190,-1.831,-1.556,66.667,228.000,1.000
-21272.759,-17506.381,-14145.654,-26192.157,-25460.788,-31657.835,-14023.256,11102.681,-0.121,1.007,-0.103,1.007,-1.770,-1.617,66.667,229.000,1.000
-21279.825,-17582.065,-14242.730,-26171.517,-25418.989,-31578.339,-14067.763,10990.612,-0.119,1.006,-0.102,0.854,-1.587,-1.648,66.667,230.000,1.000
-21273.069,-17643.891,-14331.149,-26134.164,-25362.156,-31479.736,-14103.376,10873.282,-0.120,1.006,-0.100,0.641,-1.404,-1.709,66.667,231.000,1.000
-21252.734,-17692.942,-14409.714,-26080.774,-25289.925,-31362.002,-14129.006,10750.956,-0.119,1.007,-0.103,0.458,-1.160,-1.770,66.667,232.000,1.000
-21218.829,-17731.413,-14476.000,-26010.494,-25202.165,-31224.698,-14142.419,10623.397,-0.120,1.006,-0.105,0.305,-1.068,-1.801,66.667,233.000,1.000
-21171.472,-17760.015,-14529.252,-25922.277,-25099.458,-31068.012,-14143.068,10490.400,-0.119,1.004,-0.101,0.153,-0.824,-1.862,66.667,234.000,1.000
-21110.795,-17776.429,-14571.325,-25816.366,-24981.989,-30892.583,-14133.057,10352.757,-0.121,1.003,-0.102,0.061,-0.671,-1.862,66.667,235.000,1.000
-21036.974,-17777.826,-14604.659,-25694.530,-24849.244,-30699.389,-14115.252,10211.500,-0.120,1.001,-0.102,-0.061,-0.610,-1.862,66.667,236.000,1.000
-20950.501,-17764.880,-14629.558,-25558.759,-24701.419,-30489.011,-14090.705,10065.948,-0.120,1.002,-0.100,-0.183,-0.397,-1.801,66.667,237.000,1.000
-20851.947,-17741.528,-14644.026,-25409.586,-24540.068,-30261.820,-14058.027,9914.003,-0.119,1.003,-0.102,-0.305,-0.214,-1.801,66.667,238.000,1.000
-20741.438,-17710.288,-14646.596,-25246.142,-24366.779,-30018.379,-14015.518,9754.939,-0.120,1.004,-0.102,-0.336,-0.031,-1.770,66.667,239.000,1.000
-20618.659,-17669.196,-14638.557,-25068.005,-24181.586,-29759.449,-13963.629,9590.891,-0.121,1.005,-0.103,-0.397,0.092,-1.770,66.667,240.000,1.000
-20483.295,-17614.385,-14622.260,-24876.219,-23982.998,-29485.891,-13904.403,9424.901,-0.123,1.005,-0.101,-0.519,0.244,-1.709,66.667,241.000,1.000
-20335.330,-17544.977,-14597.487,-24671.966,-23769.578,-29197.376,-13838.417,9258.075,-0.123,1.005,-0.098,-0.610,0.305,-1.617,66.667,242.000,1.000
-20175.045,-17463.897,-14561.106,-24454.646,-23541.213,-28892.631,-13763.268,9089.540,-0.125,1.003,-0.098,-0.671,0.427,-1.556,66.667,243.000,1.000
-20003.063,-17373.786,-14511.040,-24222.375,-23299.021,-28570.971,-13676.155,8918.664,-0.127,1.003,-0.099,-0.824,0.458,-1.465,66.667,244.000,1.000
-19820.509,-17273.730,-14449.593,-23974.802,-23044.465,-28233.372,-13577.788,8745.891,-0.126,1.003,-0.100,-0.793,0.610,-1.495,66.667,245.000,1.000
-19628.827,-17161.256,-14381.434,-23714.560,-22778.744,-27882.404,-13472.544,8571.133,-0.128,1.001,-0.097,-0.916,0.610,-1.404,66.667,246.000,1.000
-19429.099,-17036.738,-14308.458,-23445.122,-22502.897,-27519.877,-13364.138,8392.576,-0.131,1.004,-0.097,-0.946,0.641,-1.282,66.667,247.000,1.000
-19221.282,-16903.783,-14228.085,-23167.439,-22217.845,-27145.922,-13251.928,8208.247,-0.132,1.004,-0.098,-0.885,0.641,-1.312,66.667,248.000,1.000
-19004.192,-16764.854,-14137.201,-22879.627,-21923.949,-26760.068,-13132.628,8018.529,-0.134,1.006,-0.097,-1.038,0.732,-1.282,66.667,249.000,1.000
-18776.594,-16618.230,-14036.521,-22580.012,-21620.656,-26362.564,-13004.855,7826.412,-0.134,1.004,-0.095,-1.160,0.732,-1.312,66.667,250.000,1.000
-18538.476,-16460.697,-13929.712,-22269.509,-21307.156,-25954.913,-12870.323,7634.831,-0.133,1.002,-0.092,-1.282,0.549,-1.251,66.667,251.000,1.000
-18291.209,-16292.561,-13818.722,-21950.518,-20983.803,-25538.269,-12730.819,7443.745,-0.134,1.001,-0.094,-1.312,0.427,-1.251,66.667,252.000,1.000
-18036.472,-16118.066,-13701.771,-21624.070,-20652.480,-25112.959,-12585.706,7250.457,-0.134,0.999,-0.094,-1.312,0.305,-1.251,66.667,253.000,1.000
-17775.131,-15940.412,-13576.379,-21289.022,-20315.004,-24679.111,-12433.277,7053.077,-0.135,1.000,-0.093,-1.343,0.153,-1.160,66.667,254.000,1.000
-17507.020,-15757.777,-13442.807,-20943.990,-19971.182,-24236.796,-12273.468,6853.128,-0.136,0.999,-0.092,-1.343,0.214,-1.221,66.667,255.000,1.000
-17231.607,-15565.619,-13303.190,-20589.245,-19619.052,-23785.936,-12107.940,6653.975,-0.135,1.000,-0.093,-1.312,0.092,-1.129,66.667,256.000,1.000
-16948.761,-15362.290,-13157.950,-20226.289,-19257.387,-23325.571,-11937.769,6456.808,-0.136,1.000,-0.091,-1.312,0.061,-1.068,66.667,257.000,1.000
-16658.778,-15150.546,-13004.808,-19855.879,-18887.197,-22854.890,-11762.056,6259.563,-0.135,0.999,-0.088,-1.251,-0.092,-1.068,66.667,258.000,1.000
-16361.974,-14933.436,-12841.998,-19477.463,-18510.582,-22374.580,-11579.423,6060.050,-0.134,1.000,-0.092,-1.129,-0.031,-1.007,66.667,259.000,1.000
-16058.629,-14710.575,-12671.344,-19090.863,-18128.826,-21886.744,-11390.457,5858.701,-0.132,0.999,-0.093,-1.099,-0.183,-0.977,66.667,260.000,1.000
-15749.195,-14479.611,-12496.775,-18697.666,-17741.986,-21393.944,-11197.704,5657.456,-0.132,1.000,-0.093,-1.099,-0.275,-1.007,66.667,261.000,1.000
-15434.337,-14240.498,-12319.988,-18300.234,-17350.151,-20897.230,-11003.014,5456.769,-0.130,1.002,-0.093,-1.068,-0.214,-0.946,66.667,262.000,1.000
-15114.753,-13996.601,-12139.071,-17899.565,-16954.570,-20396.307,-10805.730,5254.803,-0.131,1.002,-0.094,-0.946,-0.336,-0.854,66.667,263.000,1.000
-14791.060,-13751.227,-11951.832,-17494.925,-16557.135,-19891.000,-10604.262,5049.690,-0.131,1.002,-0.090,-0.916,-0.366,-0.854,66.667,264.000,1.000
-14463.846,-13504.248,-11759.179,-17085.643,-16158.626,-19381.928,-10398.813,4841.921,-0.130,1.001,-0.090,-0.946,-0.397,-0.793,66.667,265.000,1.000
-14133.715,-13253.103,-11564.055,-16672.453,-15757.880,-18870.233,-10191.365,4633.971,-0.128,1.003,-0.091,-0.916,-0.366,-0.671,66.667,266.000,1.000
-13801.033,-12996.420,-11367.380,-16256.542,-15352.816,-18355.799,-9982.883,4427.992,-0.130,1.003,-0.092,-0.824,-0.214,-0.702,66.667,267.000,1.000
-13465.562,-12735.231,-11166.574,-15837.671,-14941.918,-17837.268,-9771.568,4224.641,-0.128,1.002,-0.089,-0.824,-0.275,-0.641,66.667,268.000,1.000
-13126.737,-12470.774,-10958.764,-15414.307,-14524.976,-17313.714,-9554.872,4023.756,-0.129,1.001,-0.089,-0.763,-0.153,-0.671,66.667,269.000,1.000
-12784.411,-12202.356,-10744.389,-14985.751,-14102.809,-16785.766,-9332.720,3825.333,-0.131,1.002,-0.091,-0.763,-0.275,-0.671,66.667,270.000,1.000
-12438.938,-11928.049,-10526.286,-14553.167,-13676.359,-16255.187,-9107.478,3629.649,-0.132,1.002,-0.088,-0.763,-0.275,-0.671,66.667,271.000,1.000
-12090.445,-11647.079,-10305.660,-14118.137,-13246.242,-15722.452,-8880.800,3436.730,-0.133,1.000,-0.089,-0.671,-0.214,-0.732,66.667,272.000,1.000
-11738.495,-11360.732,-10080.659,-13680.896,-12813.124,-15186.588,-8651.771,3246.072,-0.135,1.000,-0.092,-0.793,-0.214,-0.732,66.667,273.000,1.000
-11382.882,-11071.002,-9849.505,-13240.800,-12378.333,-14647.190,-8418.868,3056.840,-0.133,0.998,-0.089,-0.610,-0.244,-0.885,66.667,274.000,1.000
-11024.596,-10779.034,-9613.823,-12798.288,-11943.704,-14105.768,-8182.930,2868.217,-0.132,0.998,-0.087,-0.549,-0.336,-0.885,66.667,275.000,1.000
-10665.522,-10485.232,-9377.629,-12355.458,-11510.637,-13565.363,-7947.036,2679.540,-0.131,0.996,-0.090,-0.427,-0.305,-0.946,66.667,276.000,1.000
-10307.209,-10190.436,-9143.269,-11914.370,-11079.482,-13027.919,-7713.354,2490.356,-0.132,0.998,-0.092,-0.519,-0.397,-0.946,66.667,277.000,1.000
-9950.070,-9896.075,-8909.522,-11475.124,-10649.758,-12493.398,-7480.839,2300.821,-0.131,0.997,-0.090,-0.427,-0.427,-1.007,66.667,278.000,1.000
-9593.684,-9602.823,-8673.866,-11036.122,-10220.883,-11960.830,-7246.732,2111.928,-0.131,0.998,-0.094,-0.427,-0.427,-1.068,66.667,279.000,1.000
-9237.568,-9309.677,-8435.594,-10596.140,-9792.682,-11429.569,-7009.899,1924.971,-0.132,0.999,-0.093,-0.305,-0.427,-1.038,66.667,280.000,1.000
-8881.610,-9015.038,-8196.061,-10155.709,-9365.375,-10900.092,-6771.831,1740.701,-0.131,1.000,-0.093,-0.305,-0.427,-1.038,66.667,281.000,1.000
-8525.950,-8718.665,-7956.398,-9716.494,-8939.429,-10372.899,-6534.607,1558.828,-0.130,1.000,-0.090,-0.214,-0.458,-1.007,66.667,282.000,1.000
-8170.515,-8421.873,-7716.053,-9279.596,-8515.341,-9848.090,-6298.800,1378.424,-0.129,1.000,-0.091,-0.275,-0.427,-0.946,66.667,283.000,1.000
-7814.823,-8125.719,-7473.792,-8844.757,-8093.342,-9325.545,-6063.461,1199.078,-0.130,1.000,-0.092,-0.153,-0.275,-0.916,66.667,284.000,1.000
-7458.405,-7829.578,-7229.432,-8411.093,-7673.163,-8805.086,-5827.421,1021.695,-0.128,1.002,-0.093,-0.183,-0.214,-0.793,66.667,285.000,1.000
-7101.424,-7531.931,-6983.961,-7978.236,-7254.231,-8287.124,-5590.232,847.837,-0.126,1.004,-0.094,-0.214,-0.122,-0.854,66.667,286.000,1.000
-6744.863,-7232.329,-6738.137,-7546.621,-6836.287,-7772.023,-5352.074,678.308,-0.126,1.002,-0.094,-0.244,-0.092,-0.763,66.667,287.000,1.000
-6390.013,-6931.927,-6491.623,-7116.734,-6419.655,-7259.919,-5113.089,512.801,-0.127,1.002,-0.094,-0.336,0.031,-0.671,66.667,288.000,1.000
-6037.989,-6632.317,-6243.962,-6688.754,-6005.195,-6751.002,-4873.388,350.569,-0.128,1.003,-0.097,-0.336,0.153,-0.610,66.667,289.000,1.000
-5689.691,-6334.443,-5996.040,-6263.155,-5594.168,-6245.798,-4633.761,190.967,-0.127,1.003,-0.096,-0.397,0.275,-0.458,66.667,290.000,1.000
-5345.730,-6038.609,-5749.830,-5841.111,-5187.870,-5745.622,-4395.792,33.359,-0.127,1.005,-0.094,-0.458,0.244,-0.427,66.667,291.000,1.000
-5006.184,-5745.115,-5506.644,-5424.006,-4787.256,-5251.653,-4161.106,-123.274,-0.127,1.003,-0.096,-0.519,0.305,-0.427,66.667,292.000,1.000
-4670.480,-5454.335,-5266.122,-5012.468,-4392.559,-4764.497,-3930.404,-279.909,-0.126,1.005,-0.097,-0.549,0.275,-0.397,66.667,293.000,1.000
-4337.623,-5166.057,-5026.890,-4605.956,-4003.101,-4283.979,-3703.081,-436.328,-0.126,1.003,-0.097,-0.671,0.336,-0.305,66.667,294.000,1.000
-4006.633,-4879.140,-4787.866,-4203.408,-3617.690,-3809.212,-3477.927,-590.963,-0.127,1.003,-0.096,-0.641,0.366,-0.275,66.667,295.000,1.000
-3676.898,-4592.192,-4548.723,-3804.187,-3235.310,-3339.608,-3254.099,-742.035,-0.128,1.002,-0.096,-0.549,0.458,-0.305,66.667,296.000,1.000
-3348.360,-4304.758,-4309.416,-3408.391,-2855.662,-2874.774,-3031.326,-888.645,-0.128,0.999,-0.094,-0.641,0.397,-0.336,66.667,297.000,1.000
-3021.566,-4017.827,-4069.985,-3016.544,-2479.379,-2414.745,-2809.594,-1031.045,-0.128,1.000,-0.093,-0.610,0.519,-0.275,66.667,298.000,1.000
-2697.549,-3733.167,-3830.949,-2629.310,-2107.740,-1960.091,-2589.177,-1170.131,-0.129,1.000,-0.093,-0.671,0.427,-0.305,66.667,299.000,1.000
-2377.460,-3452.093,-3593.455,-2247.308,-1741.824,-1511.501,-2370.709,-1306.508,-0.130,1.000,-0.092,-0.702,0.397,-0.366,66.667,300.000,1.000
-2062.116,-3174.798,-3358.646,-1870.881,-1381.800,-1069.902,-2154.777,-1439.982,-0.130,0.999,-0.092,-0.702,0.305,-0.458,66.667,301.000,1.000
-1751.779,-2900.669,-3126.733,-1499.952,-1027.052,-635.673,-1941.374,-1569.918,-0.129,0.998,-0.091,-0.610,0.366,-0.336,66.667,302.000,1.000
-1446.060,-2628.837,-2896.703,-1133.912,-676.609,-208.384,-1729.668,-1695.614,-0.131,0.998,-0.091,-0.549,0.305,-0.427,66.667,303.000,1.000
-1144.144,-2358.615,-2667.141,-771.907,-329.690,212.981,-1518.530,-1816.438,-0.130,0.999,-0.091,-0.580,0.244,-0.397,66.667,304.000,1.000
-845.342,-2089.818,-2437.472,-413.496,13.727,629.332,-1307.543,-1932.090,-0.129,0.998,-0.095,-0.488,0.275,-0.427,66.667,305.000,1.000
-549.479,-1822.799,-2208.368,-59.084,352.849,1040.196,-1097.591,-2042.945,-0.129,1.001,-0.092,-0.580,0.275,-0.427,66.667,306.000,1.000
-257.073,-1558.416,-1981.223,290.127,686.434,1444.151,-890.494,-2150.139,-0.129,1.002,-0.090,-0.519,0.183,-0.336,66.667,307.000,1.000
30.916,-1297.743,-1757.313,632.837,1013.379,1839.649,-687.688,-2254.882,-0.129,1.003,-0.092,-0.580,0.153,-0.366,66.667,308.000,1.000
313.761,-1041.419,-1537.122,968.552,1333.249,2226.039,-489.176,-2357.584,-0.130,1.003,-0.090,-0.641,0.031,-0.336,66.667,309.000,1.000
591.239,-789.387,-1320.429,1297.576,1646.154,2603.805,-294.081,-2457.985,-0.129,1.005,-0.089,-0.610,0.031,-0.275,66.667,310.000,1.000
863.268,-541.337,-1106.977,1620.232,1952.252,2973.218,-101.888,-2555.789,-0.128,1.005,-0.088,-0.702,0.031,-0.153,66.667,311.000,1.000
